id,userId,title,description,duration,datePublishing,creationDate,counterUseful,viewCounter,aria aperta,cultura,food,sport,tempo libero,viaggi,duration_min,days
621c9fb6a30b4431053afff0,624,"['picnic', 'isola', 'langkawi']","['esperienza', 'viaggio', 'malesia', 'picnic', 'picnic', 'isola', 'mare', 'andaman', 'esperienza', 'ospit', 'resort', 'mare', 'hotel', 'lusso', 'isola', 'langkawi', 'picnic', 'menù', 'restrizion', 'allergia', 'costum', 'pareo', 'cappello', 'paglia', 'esperienza', 'lancia', 'mattino', 'spiaggia', 'pantai', 'front', 'resort', 'minuto', 'barca', 'paradiso', 'eccellenza', 'mezzaluna', 'sabbia', 'foresta', 'mare', 'isola', 'altalena', 'legno', 'albero', 'paura', 'prova', 'sopravvivenza', 'esperienza', 'comfort', 'barca', 'spiaggia', 'staff', 'resort', 'tenda', 'cuscino', 'tavolino', 'picnic', 'cestino', 'clima', 'frigorifero', 'menù', 'sandwich', 'curri', 'frutta', 'cheesecak', 'bottiglia', 'bollicina', 'brindisi', 'giornata', 'radio', 'chiamata', 'emergenza', 'isola', 'cellular', 'staff', 'resort', 'barca', 'orizzont', 'solitudin', 'cornic', 'anniversario', 'ricorrenza']",0.0,2022-02-28T10:40:15.914Z,2022-02-28T10:11:02.000+00:00,0,19.0,0,0,0,0,0,1,0.0,28
621e537d82ed1d1eef3a394f,579,"['raccolta', 'pesc', 'negombo']","['esperienza', 'viaggio', 'abitant', 'esperienza', 'estero', 'visita', 'mercato', 'negombo', 'nord', 'capital', 'esperienza', 'turista', 'viaggiator', 'anima', 'esperienza', 'spiaggia', 'negombo', 'donna', 'pescator', 'pesc', 'mercato', 'pied', 'sabbia', 'distesa', 'pesc', 'telo', 'lunghezza', 'spiaggia', 'vista', 'odor', 'pesc', 'spiaggia', 'pescator', 'bacinella', 'pesc', 'telo', 'compito', 'donna', 'settor', 'acqua', 'donna', 'pesc', 'sonno', 'ragazzo', 'visitator', 'spiaggia', 'punto', 'essicazion', 'pesc', 'mercato', 'pesc', 'busi', 'isola', 'esperienza', 'anima', 'spalla']",3600000.0,2022-03-01T17:10:54.927Z,2022-03-01T17:10:21.000+00:00,2,20.0,0,0,0,0,0,1,60.0,26
6220948d82ed1d1eef3a507e,632,"['torr', 'spire', 'drago']","['percorso', 'tempio', 'provincia', 'quarantina', 'chilometro', 'ovest', 'torr', 'dozzina', 'finestra', 'spire', 'drago', 'occhio', 'campagna', 'distretto', 'bocca', 'stupor', 'tempio', 'film', 'metro', 'piano', 'sensazion', 'parco', 'divertimento', 'culto', 'tempio', 'effetto', 'monaco', 'statua', 'buddha', 'devoto', 'vista', 'basso', 'dragon', 'ferro', 'fibra', 'vetro', 'ventr', 'tunnel', 'scala', 'footprint', 'testa', 'drago', 'buddha', 'panorama', 'alto', 'ascensor', 'pied', 'drago', 'tradizion', 'testa', 'basso', 'sorta', 'scala', 'paradiso', 'leggenda', 'coda', 'drago', 'moneta', 'vaso', 'felicità', 'gong', 'tempio', 'felicità', 'sparkl', 'complesso', 'giardino', 'templi', 'scultura', 'animal', 'tartaruga', 'delfino', 'elefant', 'drago', 'monumento', 'statua', 'bronzo', 'origin', 'torr', 'dragon', 'mistero', 'edificio', 'fondator', 'santo', 'opera', 'insegnamento', 'proselitismo', 'metà', 'storia', 'molestia', 'minori', 'struttura', 'decadenza', 'monaco', 'attrazion', 'meta', 'fantasia', 'realtà', 'pena']",0.0,2022-03-04T16:14:34.666Z,2022-03-03T10:12:29.000+00:00,2,36.0,0,0,0,0,0,1,0.0,25
620d214425398565dadb6984,220,['ghirlanda'],"['ricordo', 'arrivo', 'caldo', 'taxi', 'aeroporto', 'hotel', 'sera', 'aria', 'punto', 'bordo', 'tuk', 'tuk', 'tappa', 'mercato', 'fior', 'mercato', 'vista', 'color', 'fior', 'olfatto', 'profumo', 'fior', 'orchidea', 'rose', 'crisantemi', 'bancarella', 'dimension', 'gestion', 'ghirlanda', 'gelsomino', 'offerta', 'statua', 'buddha', 'templi', 'ghirlanda', 'rappresentazion', 'phuang', 'malai', 'art', 'ago', 'bocciolo', 'mercato', 'templi', 'appes', 'specchietto', 'taxi', 'auto', 'pratica', 'dea', 'viaggio', 'protezion', 'strada', 'mercato', 'sezion', 'mercato', 'cibo', 'spezia', 'ingredient', 'cucina']",0.0,2022-02-16T16:08:55.248Z,2022-02-16T16:07:32.000+00:00,2,418.0,0,0,0,0,0,1,0.0,39
6213d0138398a23a0a2ec647,624,['aperitivo'],"['street', 'food', 'proposito', 'nightlif', 'aperitivo', 'tramonto', 'rooftop', 'cocktail', 'jazz', 'bar', 'sunset', 'terrazza', 'vista', 'skylin', 'dubbio', 'local', 'vertigo', 'bar', 'piano', 'banyan', 'tree', 'nott', 'hotel', 'camera', 'vista', 'fium', 'piscina', 'dim', 'sum', 'sistemazion', 'on', 'budget', 'paura', 'aperitivo', 'client', 'hotel', 'tavolo', 'spettacolo', 'tramonto', 'cocktail', 'prezzo', 'locat', 'esperienza', 'quartier', 'street', 'food', 'nott', 'hotel', 'shanghai', 'mansion', 'film', 'jazz', 'cucina', 'gourmet', 'atmosfera', 'obbligo', 'albergo', 'tavolo', 'sera', 'artista', 'musica', 'livello', 'local', 'cocktail', 'chase', 'dragon_fac']",54000000.0,2022-02-22T09:49:20.082Z,2022-02-21T17:46:59.000+00:00,1,423.0,0,0,1,0,0,0,900.0,34
620593fbb1d0940f12253b02,530,[],"['trek', 'borgo', 'viaggio', 'pandemia', 'agosto', 'spunto', 'occasion', 'tappa', 'capital', 'acquisto', 'templi', 'storia', 'religion', 'spiaggia', 'amica', 'cerca', 'esplorazion', 'scoperta', 'aspetto', 'terra', 'differenza', 'sud-', 'est', 'guerra', 'conflitto', 'aspetto', 'terra', 'sorriso', 'turista', 'inclusa', 'sorriso', 'gent', 'popolazion', 'famiglia', 'critica', 'istituzion', 'legg', 'turista', 'arresto', 'seri', 'emozion', 'disgusto', 'allegria', 'affetto', 'disgusto', 'odor', 'zona', 'mercato', 'allegria', 'affetto', 'gent', 'traffico', 'clima', 'templi', 'museo', 'ristorant', 'discoteca', 'scelta', 'centro', 'isola', 'sede', 'templi', 'pho', 'tempio', 'tempio', 'secolo', 'soggetto', 'letteratura', 'guerra', 'astronomia', 'archeologia', 'attrazion', 'buddha', 'fianco', 'capo', 'mano', 'metro', 'metro', 'matton', 'malta', 'esterno', 'oro', 'gent', 'tempio', 'statua', 'templi', 'quartier', 'sud', 'zona', 'secolo', 'clima', 'agosto', 'stagion', 'dicembr', 'febbraio', 'clima', 'particolar', 'taxi', 'tassametro', 'legg', 'tariffa', 'successo', 'doppio', 'tassametro', 'prezzo', 'metro', 'stazion', 'ascensor', 'biglietteria', 'cao', 'ricordo', 'cao', 'mercato', 'odor']",3600000.0,2022-02-16T15:16:10.591Z,2022-02-10T22:38:51.000+00:00,2,70.0,0,0,0,0,0,1,60.0,45
621626d96a759d6ff9284a43,220,"['trionfo', 'street', 'food']","['settimana', 'isola', 'cibo', 'profumo', 'spezia', 'caldo', 'traffico', 'tuk', 'tuk', 'automobil', 'autobu', 'street', 'food', 'street', 'food', 'strada', 'asfalto', 'sedia', 'tavolino', 'cena', 'garag', 'livello', 'strada', 'speci', 'cucina', 'campo', 'famiglia', 'spiedini', 'pollo', 'ripetizion', 'condizion', 'pena', 'coraggio', 'cibo', 'conseguenza', 'esperienza', 'postazion', 'food', 'strada', 'turista', 'specialità', 'version', 'pancak', 'spuntino', 'cibo', 'strada', 'crêpe', 'taco', 'gusto', 'problema']",7200000.0,2022-02-23T12:21:46.158Z,2022-02-23T12:21:45.000+00:00,0,30.0,0,0,1,0,0,0,120.0,33
621b903329ef4a75805ba0da,590,['rooftop'],"['classifica', 'rooftop', 'vista', 'cocktail', 'lista', 'terrazza', 'parametro', 'vista', 'locat', 'tipologia', 'dress', 'coda', 'prezzo', 'rooftop', 'tramonto', 'color', 'round_pushpin', 'bar', 'piano', 'hotel', 'bar', 'nome', 'vertigin', 'pena', 'vista', 'atmosfera', 'cocktail', 'panorama', 'tranquillità', 'design', 'servizio', 'tavolo', 'aperitivo', 'record', 'angolino', 'vista', 'tramonto', 'round_pushpin', 'bar', 'bar', 'bar', 'piano', 'hotel', 'scena', 'film', 'nott', 'leon', 'bar', 'panorama', 'tramonto', 'vista', 'cupola', 'panorama', 'angolazion', 'bar', 'round_pushpin', 'abov', 'piano', 'grattacielo', 'atmosfera', 'punto', 'ritrovo', 'comunità', 'expat', 'abov', 'bar', 'minuto', 'pied', 'stazion', 'skytrain', 'nana', 'ascensor', 'bar', 'retro', 'fraser', 'hotel', 'round_pushpin', 'zoom', 'bar', 'piano', 'grattacielo', 'anantara', 'bar', 'ristorant', 'ambient', 'cocktail', 'cena', 'cucina', 'fiato', 'visitator', 'panorama', 'circonferenza', 'bar', 'sguardo', 'bellezza', 'atmosfera', 'nota', 'musica']",3600000.0,2022-02-27T14:52:35.837Z,2022-02-27T14:52:35.000+00:00,1,23.0,0,0,0,0,0,1,60.0,29
6220f1320a0ebd53f74692ef,632,"['sguardo', 'mont', 'oro']","['tempio', 'pace', 'tranquillità', 'contatto', 'spiritualità', 'tempio', 'mont', 'oro', 'grattacielo', 'punta', 'chedi', 'tempio', 'cener', 'tempio', 'mont', 'oro', 'phu', 'collina', 'metro', 'gradino', 'scalinata', 'collina', 'fatica', 'pace', 'conto', 'centro', 'salita', 'nebbia', 'vapor', 'canto', 'monaco', 'albero', 'fior', 'cascata', 'campana', 'preghiera', 'scena', 'religion', 'statua', 'animal', 'passeggiata', 'fretta', 'desiderio', 'gong', 'metallo', 'campana', 'salita', 'tempio', 'sort', 'realtà', 'campana', 'tintinnio', 'funzion', 'divinità', 'simbolo', 'tempio', 'statua', 'buddha', 'chedi', 'panorama', 'grado', 'skylin', 'grattacielo', 'templi', 'vicolo', 'tetto', 'panorama', 'spiritualità', 'brezza', 'sottofondo', 'tintinnio', 'campana', 'foglia', 'oro', 'comunità', 'nacond', 'passato', 'secolo', 'tempio', 'crematorio', 'causa', 'epidemia', 'colera', 'quantità', 'corpo', 'ristoro', 'avvoltoio', 'corpo', 'area', 'tempio', 'cimitero', 'avvoltoio', 'ricordo', 'morto', 'headston', 'prospettiva']",0.0,2022-03-08T08:41:31.117Z,2022-03-03T16:47:46.000+00:00,2,53.0,0,0,0,0,0,1,0.0,24
620a6594e7ce7d5992612662,530,['rovina'],"['chilometro', 'rovina', 'capital', 'posizion', 'fium', 'fortezza', 'secolo', 're', 'guida', 'guerra', 'cambogiano', 'musulmani', 'secolo', 'centro', 'mercant', 'zona', 'quattrocento', 'prosperità', 'declino', 'birmano', 'stile', 'templi', 'statua', 'museo', 'edificio', 'interno', 'museo', 'dimora', 're', 'sovrano', 'edificio', 'assedio', 'secolo', 'museo', 'interno', 'testa', 'bronzo', 'muang', 'dimora', 'spirito', 'sottosuolo', 'buddha', 'edificio', 'crollo', 'nucleo', 'templi', 'cappella', 'palazzo', 'fondamento', 'templi', 'guida', 'foto', 'albero', 'testa', 'buddha', 'rovina', 'suolo', 'rovina', 'planimetria', 'dimension', 'visita', 'rovina', 'tour', 'autobu', 'guida', 'bicicletta', 'ban', 'chanta', 'treno', 'giro', 'km', 'interno', 'rovina', 'palazzo', 'dimora', 're', 'palazzo', 'mix', 'stilo', 'neoclassico', 'thai', 'dimora', 'parco', 'giardino', 'giro', 'guida']",3600000.0,2022-02-14T14:22:12.914Z,2022-02-14T14:22:12.000+00:00,1,62.0,0,0,0,0,0,1,60.0,42
617ac6c5ce893320a2337e4a,269,['parco'],"['viaggio', 'tappa', 'tour', 'escursion', 'parco', 'viaggio', 'day', 'tipo', 'itinerario', 'nott', 'campeggio', 'parco', 'trek', 'visita', 'question', 'formula', 'tempio', 'conducent', 'tuk', 'tuk', 'prezzo', 'spostamento', 'ingresso', 'parco', 'minuto', 'bath', 'foresta', 'tratto', 'odor', 'cinguettio', 'uccellino', 'camminata', 'minuto', 'pied', 'cascata', 'cartello', 'star', 'acqua', 'dato', 'caldo', 'tasso', 'umidità', 'stanchezza', 'giornata', 'occasion', 'acqua', 'cascata', 'foto', 'fretta', 'furia', 'strada', 'contrario', 'uscita', 'tuk', 'tuk', 'direzion', 'giusto', 'temporal', 'dimension']",14400000.0,2021-10-28T15:50:29.255Z,2021-10-28T15:50:29.000+00:00,0,81.0,0,0,0,0,1,0,240.0,151
620bc87fb1675d6cc112335e,530,[],"['nord', 'paesaggio', 'bellezza', 'collina', 'giungla', 'aspetto', 'sconosciuti', 'volo', 'chiang', 'cuor', 'anima', 'nord', 'tappa', 'princip', 'tai', 'laotiano', 'regno', 'lanna', 'guerra', 'zona', 'vallata', 'fium', 'collina', 'altitudin', 'sud', 'clima', 'persona', 'capital', 'camera', 'b&b', 'amicizia', 'proprietario', 'filo', 'zona', 'mercato', 'centro', 'templi', 'road', 'strada', 'caratteristica', 'uso', 'decorazion', 'color', 'templi', 'wat', 'bupparam', 'corso', 'cucina', 'qualità', 'cibo', 'sud', 'centro', 'scoperta', 'dintorno', 'chiang', 'visita', 'tempio', 'villaggio', 'aspetto', 'escursion', 'elefant', 'giungla', 'natura', 'escursion', 'giornata', 'trek', 'elefant', 'fianco', 'amica', 'bagno', 'fium', 'foto', 'esperienza', 'opportunità', 'scenario', 'zona', 'interno', 'chiang', 'taxi', 'tuk', 'tuk', 'veicolo', 'motor', 'forma']",3600000.0,2022-02-16T15:15:26.920Z,2022-02-15T15:36:31.000+00:00,0,63.0,0,0,0,0,0,1,60.0,41
615acf21eb3bf47494b8e64b,269,"['bagno', 'elefant']","['viaggio', 'organizzazion', 'occasion', 'elefant', 'ricerca', 'esperienza', 'esigenza', 'contatto', 'animal', 'sfruttamento', 'busi', 'animal', 'natura', 'aimè', 'largo', 'santuario', 'elefant', 'situazion', 'sfruttamento', 'verd', 'giungla', 'opzion', 'visita', 'pomeriggio', 'disposizion', 'frutta', 'verdura', 'elefant', 'timor', 'gigant', 'proboscid', 'zucca', 'borsa', 'divertimento', 'merenda', 'passeggiata', 'pozza', 'acqua', 'sera', 'terra', 'schiena', 'raggio', 'ragazzo', 'associazion', 'ingles', 'acqua', 'intenzion', 'fango', 'punto', 'bagno', 'elefant', 'pena', 'esperienza', 'collezion', 'elefant', 'acqua', 'fango', 'proboscid', 'esperienza', 'meta', 'post', 'viaggiator', 'turista']",10800000.0,2021-10-05T12:48:02.068Z,2021-10-04T09:53:37.000+00:00,2,89.0,0,0,0,0,1,0,180.0,175
